step,node_ids,num_nodes
4211,"[0, 74, 83, 23, 91, 29, 97, 98, 99, 53]",10
4212,"[0, 69, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",13
4213,"[0, 74, 13, 23, 87, 29, 32, 97, 98, 99, 37, 42]",12
4214,"[0, 97, 98, 99, 74, 23]",6
4215,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4216,"[0, 97, 98, 99, 74, 77, 83, 91]",8
4217,"[0, 74, 13, 91, 29, 97, 98, 99, 37, 42]",10
4218,"[0, 97, 98, 99, 74, 77, 91]",7
4219,"[0, 69, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46]",12
4220,"[0, 97, 98, 99, 74, 77, 91]",7
4221,"[0, 70, 74, 77, 16, 26, 91, 97, 98, 99]",10
4222,"[0, 69, 70, 77, 16, 19, 26, 97, 98, 99, 46, 50]",12
4223,"[0, 69, 70, 74, 77, 16, 26, 97, 98, 99]",10
4224,"[0, 97, 98, 99, 74, 77, 91]",7
4225,"[0, 64, 74, 13, 77, 22, 91, 97, 98, 99, 42]",11
4226,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4227,"[0, 97, 98, 99, 74, 77, 91]",7
4228,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4229,"[0, 97, 98, 99, 74, 77, 91]",7
4230,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4231,"[0, 69, 70, 77, 16, 19, 26, 97, 98, 99, 46, 50]",12
4232,"[0, 69, 70, 74, 77, 16, 26, 97, 98, 99]",10
4233,"[0, 97, 98, 99, 70, 74, 16, 26]",8
4234,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
4235,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4236,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4237,"[0, 97, 98, 99, 74, 77, 22, 91]",8
4238,"[0, 97, 98, 99, 74, 77, 91]",7
4239,"[0, 74, 13, 83, 23, 91, 29, 97, 98, 99, 37, 42]",12
4240,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
4241,"[0, 69, 70, 77, 16, 19, 26, 97, 98, 99, 46, 50]",12
4242,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
4243,"[0, 74, 13, 23, 91, 29, 32, 97, 98, 99, 37, 42]",12
4244,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4245,"[0, 97, 98, 99, 74, 77, 91]",7
4246,"[0, 74, 23, 29, 93, 32, 97, 98, 35, 99, 37, 46]",12
4247,"[0, 69, 70, 74, 77, 16, 26, 91, 97, 98, 99, 50]",12
4248,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
4249,"[0, 97, 98, 99, 74, 77, 91]",7
4250,"[0, 97, 98, 99, 74, 77, 91]",7
4251,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4252,"[0, 97, 98, 99, 74, 77, 91]",7
4253,"[0, 97, 98, 99, 74, 77, 91]",7
4254,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4255,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4256,"[0, 97, 98, 99, 77, 20, 91]",7
4257,"[0, 69, 70, 74, 77, 16, 26, 97, 98, 99]",10
4258,"[0, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",12
4259,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
4260,"[0, 97, 98, 99, 37, 74, 83, 91, 29]",9
4261,"[0, 97, 98, 99, 74, 23]",6
4262,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
4263,"[0, 69, 70, 77, 16, 19, 26, 91, 29, 97, 98, 99, 46]",13
4264,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
4265,"[0, 74, 13, 83, 87, 91, 29, 97, 98, 99, 37, 42]",12
4266,"[0, 97, 34, 98, 99, 74, 20, 23]",8
4267,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37]",10
4268,"[0, 97, 98, 99, 77, 52, 91]",7
4269,"[0, 97, 98, 99, 74, 77, 91]",7
4270,"[0, 70, 74, 23, 93, 29, 97, 98, 99, 35, 46]",11
4271,"[0, 97, 98, 99, 74, 77, 91]",7
4272,"[0, 74, 83, 29, 97, 98, 99, 37, 43, 44, 53]",11
4273,"[0, 69, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",13
4274,"[0, 97, 98, 99, 74, 42, 13, 91, 29]",9
4275,"[0, 97, 98, 99, 74, 23, 29]",7
4276,"[0, 69, 70, 77, 16, 19, 26, 91, 29, 97, 98, 99, 46, 50]",14
4277,"[0, 69, 70, 77, 16, 19, 26, 97, 98, 99, 46, 50]",12
4278,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
4279,"[0, 97, 98, 99, 74, 77, 91]",7
4280,"[0, 74, 13, 87, 23, 29, 32, 97, 98, 99, 37, 42]",12
4281,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
4282,"[0, 97, 98, 99, 74, 77, 91]",7
4283,"[0, 74, 13, 83, 91, 29, 97, 98, 99, 44]",10
4284,"[0, 97, 98, 99, 74, 29]",6
4285,"[0, 69, 70, 77, 16, 26, 29, 97, 98, 99, 49, 50, 52]",13
4286,"[0, 97, 98, 99, 74, 77, 91]",7
4287,"[0, 97, 98, 99, 74, 77, 91]",7
4288,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4289,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4290,"[0, 74, 77, 83, 23, 29, 32, 97, 98, 99, 37, 53]",12
4291,"[0, 97, 98, 99, 74, 77, 91]",7
4292,"[0, 97, 98, 99, 74, 77, 91]",7
4293,"[0, 74, 77, 83, 87, 23, 91, 29, 32, 97, 98, 99, 37, 53]",14
4294,"[0, 97, 98, 99, 44, 77, 13, 83, 91]",9
4295,"[0, 74, 13, 83, 23, 91, 29, 32, 97, 98, 99, 37, 42]",13
4296,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
4297,"[0, 74, 13, 87, 23, 29, 32, 97, 98, 99, 37, 42]",12
4298,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4299,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4300,"[0, 69, 70, 74, 77, 16, 26, 91, 97, 98, 99, 50]",12
4301,"[0, 97, 98, 99, 42, 74, 13, 91, 29]",9
4302,"[0, 97, 98, 99, 74, 77, 91]",7
4303,"[0, 74, 77, 83, 23, 29, 97, 98, 99, 53]",10
4304,"[0, 74, 13, 83, 23, 91, 29, 32, 97, 98, 99, 37, 42]",13
4305,"[0, 97, 98, 99, 74, 83, 53, 23, 29]",9
4306,"[0, 97, 98, 99, 74, 77, 91]",7
4307,"[0, 97, 98, 99, 74, 77, 83, 53, 29]",9
4308,"[0, 74, 14, 83, 29, 94, 97, 98, 99, 53]",10
4309,"[0, 97, 98, 99, 74, 77, 91]",7
4310,"[0, 97, 98, 99, 74, 77, 91]",7
4311,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4312,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 53]",10
4313,"[0, 74, 13, 23, 91, 29, 97, 98, 99, 37, 42]",11
4314,"[0, 97, 98, 99, 74, 83, 91, 29]",8
4315,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
4316,"[0, 69, 70, 77, 16, 26, 91, 29, 97, 98, 99, 50, 52]",13
4317,"[0, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",12
4318,"[0, 69, 70, 74, 77, 20, 91, 97, 98, 99]",10
4319,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4320,"[0, 97, 98, 99, 74, 77, 91]",7
4321,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
4322,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
4323,"[0, 97, 98, 99, 74, 77, 91]",7
4324,"[0, 69, 70, 77, 16, 19, 26, 97, 98, 99, 46, 50]",12
4325,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
4326,"[0, 97, 98, 99, 77, 83, 52, 91]",8
4327,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4328,"[0, 97, 98, 99, 74, 77, 91]",7
4329,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 45, 53]",11
4330,"[0, 97, 98, 99, 74, 29]",6
4331,"[0, 74, 13, 23, 91, 29, 97, 98, 99, 37, 42]",11
4332,"[0, 97, 98, 99, 74, 77, 91]",7
4333,"[0, 69, 70, 77, 20, 91, 97, 98, 99, 50]",10
4334,"[0, 32, 98, 97, 99, 37, 74, 23, 29]",9
4335,"[0, 74, 13, 23, 87, 29, 32, 97, 98, 99, 37, 42]",12
4336,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
4337,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
4338,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37]",10
4339,"[0, 74, 77, 19, 91, 97, 98, 99, 46, 50]",10
4340,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
4341,"[0, 97, 98, 99, 20, 84]",6
4342,"[0, 97, 98, 99, 77, 52, 91]",7
4343,"[0, 74, 13, 23, 91, 29, 97, 98, 99, 37, 42]",11
4344,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4345,"[0, 69, 70, 74, 77, 20, 91, 97, 98, 99]",10
4346,"[0, 97, 98, 99, 69, 70, 74, 77, 50]",9
4347,"[0, 97, 98, 99, 46, 19, 20]",7
4348,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
4349,"[0, 97, 98, 99, 74, 77, 83, 91]",8
4350,"[0, 97, 98, 99, 74, 77, 91]",7
4351,"[0, 97, 98, 99, 74, 77, 83, 53, 29]",9
4352,"[0, 97, 98, 99, 74, 77, 91]",7
4353,"[0, 97, 98, 99, 46, 19, 20]",7
4354,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4355,"[0, 74, 77, 83, 23, 29, 32, 97, 98, 99, 37, 53]",12
4356,"[0, 97, 98, 99, 74, 77, 91]",7
4357,"[0, 74, 77, 83, 23, 29, 97, 98, 99, 53]",10
4358,"[0, 97, 98, 99, 74, 77, 83, 91]",8
4359,"[0, 69, 70, 77, 16, 19, 26, 97, 98, 99, 46, 50]",12
4360,"[0, 74, 13, 83, 23, 91, 29, 32, 97, 98, 99, 37, 42]",13
4361,"[0, 69, 70, 74, 77, 20, 91, 97, 98, 99]",10
4362,"[0, 97, 98, 99, 74, 20, 23]",7
4363,"[0, 74, 13, 87, 23, 29, 32, 97, 98, 99, 37, 42]",12
4364,"[0, 69, 70, 77, 16, 19, 26, 91, 29, 97, 98, 99, 46]",13
4365,"[0, 97, 98, 99, 74, 77, 91]",7
4366,"[0, 64, 74, 77, 13, 22, 91, 97, 98, 99, 42]",11
4367,"[0, 97, 98, 99, 74, 77, 91]",7
4368,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
4369,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
4370,"[0, 74, 13, 83, 23, 91, 29, 32, 97, 98, 99, 37, 42]",13
4371,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37]",10
4372,"[0, 69, 70, 74, 77, 20, 91, 97, 98, 99]",10
4373,"[0, 97, 98, 99, 74, 77, 91]",7
4374,"[0, 97, 98, 99, 74, 77, 91]",7
4375,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4376,"[0, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",12
4377,"[0, 97, 98, 99, 44, 77, 13, 83, 91]",9
4378,"[0, 97, 98, 99, 74, 77, 91]",7
4379,"[0, 74, 13, 23, 87, 29, 32, 97, 98, 99, 37, 42]",12
4380,"[0, 97, 98, 99, 74, 77, 83, 91]",8
4381,"[0, 97, 98, 99, 74, 77, 91]",7
4382,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
4383,"[0, 69, 70, 77, 19, 97, 98, 99, 46, 50]",10
4384,"[0, 97, 98, 99, 74, 77, 91]",7
4385,"[0, 32, 98, 97, 99, 37, 74, 23, 29]",9
4386,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
4387,"[0, 97, 98, 99, 74, 23, 29]",7
4388,"[0, 74, 77, 83, 23, 87, 91, 29, 32, 97, 98, 99, 37, 53]",14
4389,"[0, 97, 98, 99, 74, 29]",6
4390,"[0, 74, 13, 83, 23, 91, 29, 32, 97, 98, 99, 37, 42]",13
4391,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4392,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
4393,"[0, 97, 98, 99, 74, 20, 23]",7
4394,"[0, 74, 13, 23, 91, 29, 97, 98, 99, 37, 42]",11
4395,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37]",10
4396,"[0, 69, 70, 74, 77, 16, 26, 91, 97, 98, 99, 50]",12
4397,"[0, 97, 98, 99, 74, 77, 91]",7
4398,"[0, 97, 98, 99, 74, 77, 91]",7
4399,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4400,"[0, 97, 98, 99, 74, 77, 22, 91]",8
4401,"[0, 97, 98, 99, 37, 74, 83, 91, 29]",9
4402,"[0, 69, 70, 77, 20, 91, 97, 98, 99, 50]",10
4403,"[0, 97, 98, 99, 74, 77, 91]",7
4404,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4405,"[0, 69, 70, 77, 29, 97, 98, 99, 49, 50, 52]",11
4406,"[0, 74, 83, 29, 97, 98, 99, 37, 43, 44, 53]",11
4407,"[0, 97, 98, 99, 74, 77, 91]",7
4408,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
4409,"[0, 69, 70, 77, 16, 19, 26, 97, 98, 99, 46, 50]",12
4410,"[0, 74, 13, 23, 91, 29, 97, 98, 99, 37, 42]",11
4411,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4412,"[0, 97, 34, 99, 98, 74, 20, 23]",8
4413,"[0, 97, 98, 99, 74, 77, 91]",7
4414,"[0, 97, 98, 99, 74, 44, 77, 20, 23]",9
4415,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4416,"[0, 74, 13, 23, 91, 29, 97, 98, 99, 37, 42]",11
4417,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4418,"[0, 69, 70, 77, 16, 19, 26, 91, 29, 97, 98, 99, 46, 50]",14
4419,"[0, 74, 23, 29, 93, 32, 97, 98, 35, 99, 37, 46]",12
4420,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4421,"[0, 69, 70, 77, 16, 19, 26, 97, 98, 99, 46, 50]",12
4422,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4423,"[0, 97, 98, 99, 74, 77, 91]",7
4424,"[0, 69, 70, 77, 16, 19, 26, 97, 98, 99, 46, 50]",12
4425,"[0, 97, 98, 99, 77, 20, 91]",7
4426,"[0, 97, 98, 99, 74, 77, 91]",7
4427,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4428,"[0, 69, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46]",12
4429,"[0, 74, 13, 87, 23, 29, 32, 97, 98, 99, 37, 42]",12
4430,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
4431,"[0, 97, 98, 99, 77, 83, 52, 91]",8
4432,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
4433,"[0, 97, 98, 99, 74, 77, 91]",7
4434,"[0, 97, 98, 99, 74, 77, 91]",7
4435,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
4436,"[0, 97, 98, 99, 42, 74, 13, 91, 29]",9
4437,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4438,"[0, 69, 70, 77, 16, 26, 91, 29, 97, 98, 99, 50, 52]",13
4439,"[0, 97, 98, 99, 74, 77, 91]",7
4440,"[0, 97, 98, 99, 74, 77, 91]",7
4441,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
4442,"[0, 74, 13, 83, 91, 29, 97, 98, 99, 44]",10
4443,"[0, 97, 98, 99, 69, 70, 74, 77, 50]",9
4444,"[0, 97, 98, 99, 74]",5
4445,"[0, 97, 98, 99, 74, 77, 91]",7
4446,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 53]",10
4447,"[0, 97, 98, 99, 74, 77, 91]",7
4448,"[0, 97, 98, 99, 74, 77, 91]",7
4449,"[0, 97, 98, 99, 74, 23]",6
4450,"[0, 97, 98, 99, 74, 77, 91]",7
4451,"[0, 97, 98, 99, 74, 77, 91]",7
4452,"[0, 74, 77, 19, 91, 97, 98, 99, 46, 50]",10
4453,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4454,"[0, 97, 98, 99, 77, 52, 91]",7
4455,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
4456,"[0, 97, 98, 99, 42, 74, 13, 91, 29]",9
4457,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
4458,"[0, 97, 98, 99, 74, 29]",6
4459,"[0, 97, 98, 99, 74, 77, 83, 91]",8
4460,"[0, 74, 13, 87, 23, 29, 32, 97, 98, 99, 37, 42]",12
4461,"[0, 69, 70, 74, 77, 16, 26, 91, 97, 98, 99, 50]",12
4462,"[0, 97, 98, 99, 74, 77, 91]",7
4463,"[0, 97, 98, 99, 74, 83, 91, 29]",8
4464,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
4465,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4466,"[0, 74, 13, 23, 91, 29, 97, 98, 99, 37, 42]",11
4467,"[0, 69, 70, 77, 20, 91, 97, 98, 99, 50]",10
4468,"[0, 74, 14, 83, 29, 94, 97, 98, 99, 53]",10
4469,"[0, 97, 98, 99, 74, 23]",6
4470,"[0, 97, 98, 99, 74, 77, 91]",7
4471,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
4472,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4473,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4474,"[0, 69, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",13
4475,"[0, 74, 83, 23, 91, 29, 97, 98, 99, 53]",10
4476,"[0, 97, 98, 99, 74, 77, 91]",7
4477,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
4478,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 45, 53]",11
4479,"[0, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",12
4480,"[0, 97, 98, 99, 74, 77, 91]",7
4481,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4482,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4483,"[0, 97, 98, 99, 74, 77, 91]",7
4484,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4485,"[0, 97, 98, 99, 74, 83, 53, 23, 29]",9
4486,"[0, 74, 13, 23, 91, 29, 32, 97, 98, 99, 37, 42]",12
4487,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4488,"[0, 74, 13, 83, 23, 87, 91, 29, 97, 98, 99, 37, 42]",13
4489,"[0, 69, 70, 77, 20, 91, 97, 98, 99, 50]",10
4490,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
4491,"[0, 97, 98, 99, 74, 77, 91]",7
4492,"[0, 97, 98, 99, 84, 20]",6
4493,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46]",11
4494,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4495,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4496,"[0, 97, 98, 99, 77, 52, 91]",7
4497,"[0, 69, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",13
4498,"[0, 69, 70, 77, 19, 97, 98, 99, 46, 50]",10
4499,"[0, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",12
4500,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4501,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37]",10
4502,"[0, 74, 13, 83, 23, 87, 91, 29, 97, 98, 99, 37, 42]",13
4503,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
4504,"[0, 69, 70, 77, 16, 26, 91, 29, 97, 98, 99, 50, 52]",13
4505,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4506,"[0, 69, 70, 77, 20, 91, 97, 98, 99, 50]",10
4507,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4508,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
4509,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 53]",10
4510,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4511,"[0, 97, 98, 99, 74, 29]",6
4512,"[0, 97, 98, 99, 74, 42, 13, 91, 29]",9
4513,"[0, 74, 13, 83, 23, 91, 29, 32, 97, 98, 99, 37, 42]",13
4514,"[0, 74, 13, 23, 87, 29, 32, 97, 98, 99, 37, 42]",12
4515,"[0, 97, 98, 99, 74, 20, 23]",7
4516,"[0, 97, 98, 99, 74, 77, 91]",7
4517,"[0, 97, 98, 99, 77, 52, 91]",7
4518,"[0, 69, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46]",12
4519,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4520,"[0, 74, 13, 23, 91, 29, 32, 97, 98, 99, 37, 42]",12
4521,"[0, 97, 98, 99, 74, 23]",6
4522,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4523,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4524,"[0, 97, 98, 99, 77, 52, 91]",7
4525,"[0, 97, 98, 99, 74, 77, 91]",7
4526,"[0, 70, 77, 16, 19, 26, 97, 98, 99, 46, 50]",11
4527,"[0, 74, 13, 87, 23, 29, 32, 97, 98, 99, 37, 42]",12
4528,"[0, 97, 98, 99, 74, 77, 91]",7
4529,"[0, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",12
4530,"[0, 74, 13, 83, 23, 91, 29, 32, 97, 98, 99, 37, 42]",13
4531,"[0, 97, 98, 99, 77, 20, 91]",7
4532,"[0, 74, 77, 83, 23, 87, 91, 29, 32, 97, 98, 99, 37, 53]",14
4533,"[0, 97, 98, 99, 74, 77, 91]",7
4534,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4535,"[0, 97, 98, 99, 74, 77, 91]",7
4536,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4537,"[0, 97, 98, 99, 77, 52, 91]",7
4538,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
4539,"[0, 97, 98, 99, 74, 77, 91]",7
4540,"[0, 74, 13, 23, 91, 29, 97, 98, 99, 37, 42]",11
4541,"[0, 97, 98, 99, 74]",5
4542,"[0, 97, 98, 99, 84, 20]",6
4543,"[0, 69, 70, 77, 16, 20, 26, 91, 97, 98, 99, 50]",12
4544,"[0, 69, 70, 77, 19, 97, 98, 99, 46, 50]",10
4545,"[0, 97, 98, 99, 74, 83, 91, 29]",8
4546,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4547,"[0, 69, 70, 74, 77, 20, 91, 97, 98, 99]",10
4548,"[0, 97, 98, 99, 74, 20, 23]",7
4549,"[0, 97, 98, 99, 74, 77, 91]",7
4550,"[0, 74, 14, 83, 29, 97, 98, 99, 37, 43, 44, 53]",12
4551,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
4552,"[0, 97, 98, 99, 69, 70, 74, 77, 50]",9
4553,"[0, 70, 74, 23, 93, 29, 97, 98, 35, 99, 46]",11
4554,"[0, 69, 70, 77, 16, 19, 26, 91, 29, 97, 98, 99, 46, 50]",14
4555,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4556,"[0, 97, 98, 99, 74, 77, 83, 91]",8
4557,"[0, 74, 77, 83, 23, 29, 97, 98, 99, 53]",10
4558,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4559,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
4560,"[0, 74, 83, 23, 91, 29, 97, 98, 99, 37]",10
4561,"[0, 97, 98, 99, 74, 77, 91]",7
4562,"[0, 69, 70, 77, 19, 97, 98, 99, 46, 50]",10
4563,"[0, 97, 98, 99, 74, 77, 91]",7
4564,"[0, 97, 98, 99, 74, 77, 91]",7
4565,"[0, 97, 98, 99, 74, 77, 83, 91]",8
4566,"[0, 97, 98, 99, 74, 77, 91]",7
4567,"[0, 74, 13, 23, 87, 29, 32, 97, 98, 99, 37, 42]",12
4568,"[0, 97, 98, 99, 74, 77, 91]",7
4569,"[0, 74, 13, 83, 29, 97, 98, 99, 44, 45, 53]",11
4570,"[0, 69, 70, 77, 16, 19, 26, 97, 98, 99, 46, 50]",12
4571,"[0, 69, 70, 77, 20, 91, 97, 98, 99, 50]",10
4572,"[0, 97, 98, 99, 74, 23]",6
4573,"[0, 74, 13, 23, 91, 29, 97, 98, 99, 37, 42]",11
4574,"[0, 97, 98, 99, 74, 77, 91]",7
4575,"[0, 97, 98, 99, 74, 23, 29]",7
4576,"[0, 97, 98, 99, 74, 77, 91]",7
4577,"[0, 97, 98, 99, 74, 77, 91]",7
4578,"[0, 74, 23, 93, 29, 32, 97, 98, 35, 99, 37, 46]",12
4579,"[0, 74, 23, 91, 29, 32, 97, 98, 99, 37]",10
4580,"[0, 70, 77, 16, 19, 26, 91, 97, 98, 99, 46, 50]",12
4581,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4582,"[0, 32, 98, 97, 99, 37, 74, 23, 29]",9
4583,"[0, 69, 70, 74, 77, 20, 91, 97, 98, 99]",10
4584,"[0, 69, 70, 77, 20, 91, 97, 98, 99, 50]",10
4585,"[0, 97, 98, 99, 74, 44, 77, 20, 23]",9
4586,"[0, 97, 98, 99, 74, 77, 91]",7
4587,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
4588,"[0, 64, 74, 13, 77, 22, 91, 97, 98, 99, 42]",11
4589,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4590,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
4591,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
4592,"[0, 97, 98, 99, 74, 77, 91]",7
4593,"[0, 74, 13, 23, 29, 32, 97, 98, 99, 37, 42]",11
4594,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4595,"[0, 97, 98, 99, 69, 70, 77, 20, 91]",9
4596,"[0, 97, 98, 99, 74, 77, 91]",7
4597,"[0, 97, 98, 99, 69, 70, 74, 77, 91]",9
4598,"[0, 97, 98, 99, 74, 83, 53, 29]",8
4599,"[0, 69, 70, 77, 20, 91, 97, 98, 99, 50]",10
4600,"[0, 97, 98, 99, 44, 13, 91]",7
4601,"[0, 74, 13, 23, 87, 29, 32, 97, 98, 99, 37, 42]",12
4602,"[0, 97, 98, 99, 74, 83, 53, 23, 29]",9
4603,"[0, 69, 70, 74, 77, 91, 97, 98, 99, 50]",10
4604,"[0, 74, 13, 83, 23, 91, 29, 32, 97, 98, 99, 37, 42]",13
4605,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4606,"[0, 97, 98, 99, 74, 77, 91]",7
4607,"[0, 69, 70, 77, 19, 91, 97, 98, 99, 46, 50]",11
4608,"[0, 74, 83, 23, 91, 29, 97, 98, 99, 53]",10
4609,"[0, 97, 98, 99, 74, 77, 91]",7
4610,"[0, 97, 98, 99, 69, 70, 74, 77]",8
4611,"[0, 97, 98, 99, 74, 77, 91]",7
4612,"[0, 97, 98, 99, 74, 77, 91]",7
4613,"[0, 97, 98, 99, 69, 70, 74, 77, 50]",9
4614,"[0, 70, 77, 16, 20, 26, 91, 97, 98, 99]",10
4615,"[0, 97, 98, 99, 69, 70, 74, 77]",8
