iteration,loss
0,0.7860493659973145
1,0.796151876449585
2,1.0639277696609497
3,1.27073335647583
4,0.8469711542129517
5,0.7637938857078552
6,0.6308753490447998
7,0.9864993095397949
8,1.1611207723617554
9,1.260400652885437
10,0.9309630393981934
11,0.9696966409683228
12,0.6944499015808105
13,0.5407359004020691
14,0.7048022747039795
15,0.6175291538238525
16,0.7264363169670105
17,0.47267454862594604
18,0.6194269061088562
19,1.0475034713745117
20,1.0001258850097656
21,0.7694483995437622
22,0.8381602764129639
23,0.9732812643051147
24,0.7554087042808533
25,0.42909756302833557
26,0.5200574398040771
27,0.4349973797798157
28,0.5770604610443115
29,0.45438671112060547
30,0.6976931095123291
31,0.43460309505462646
32,0.5098899602890015
33,0.45542359352111816
34,0.48439711332321167
35,0.6484588384628296
36,0.5890375375747681
37,0.39418041706085205
38,0.77712482213974
39,0.868955671787262
40,0.5732039213180542
41,0.32709404826164246
42,0.3626943826675415
43,0.3844473361968994
44,0.4958888590335846
45,0.39338043332099915
46,0.5053812265396118
47,0.5117005705833435
48,0.3214923143386841
49,0.41399946808815
50,0.27632588148117065
51,0.22453030943870544
52,0.20633089542388916
53,0.11240363866090775
54,0.5831721425056458
55,0.5567391514778137
56,0.11920531839132309
57,0.12161795049905777
58,0.5297484993934631
59,0.6909686923027039
60,0.4449799358844757
61,0.4852433204650879
62,0.3328190743923187
63,0.4152931571006775
64,0.278411328792572
65,0.12586313486099243
66,0.47093892097473145
67,0.4006361961364746
68,0.3589591979980469
69,0.4016047716140747
70,0.3502309322357178
71,0.30866512656211853
72,0.23447585105895996
73,0.18953214585781097
74,0.4513902962207794
75,0.24496763944625854
76,0.46296030282974243
77,0.16589942574501038
78,0.32013875246047974
79,0.7044791579246521
80,0.19246774911880493
81,0.3411705791950226
82,0.4605397582054138
83,0.3736186623573303
84,0.276238352060318
85,0.614941418170929
86,0.47147396206855774
87,0.3329230546951294
88,0.48473232984542847
89,0.26899027824401855
90,0.1343386322259903
91,0.4028056263923645
92,0.20219868421554565
93,0.38904595375061035
94,0.5332515239715576
95,0.09892290830612183
96,0.5185216665267944
97,0.3586167097091675
98,0.24134081602096558
99,0.18923494219779968
100,0.24909041821956635
101,0.15331238508224487
102,0.3252074718475342
103,0.4208666682243347
104,0.16958628594875336
105,0.12221011519432068
106,0.13256867229938507
107,0.18014153838157654
108,0.2522727847099304
109,0.10620822757482529
110,0.45195308327674866
111,0.22753840684890747
112,0.04227461293339729
113,0.09582839161157608
114,0.209049791097641
115,0.2986932396888733
116,0.06941135227680206
117,0.30448731780052185
118,0.33751603960990906
119,0.1633961796760559
120,0.04751936346292496
121,0.2944040298461914
122,0.07666172087192535
123,0.544478714466095
124,0.08165343105792999
125,0.5871543288230896
126,0.28563040494918823
127,0.9157890677452087
128,0.43536272644996643
129,0.07942989468574524
130,0.15495184063911438
131,0.06073197349905968
132,0.5975484251976013
133,0.18790553510189056
134,0.035697970539331436
135,0.38424593210220337
136,0.02997104451060295
137,0.03191192448139191
138,0.6432653069496155
139,0.058450281620025635
140,0.03489815071225166
141,0.38063961267471313
142,0.09476037323474884
143,0.2430461198091507
144,1.4174219369888306
145,0.13521921634674072
146,0.20112647116184235
147,0.12495358288288116
148,0.30532923340797424
149,0.28649207949638367
