worker_id,loss,skipped
0,7.600155353546143,
0,7.600155353546143,
0,7.600155830383301,
0,7.600154876708984,
0,7.600155353546143,
0,7.600155830383301,
0,7.600155353546143,
0,7.600154876708984,
0,7.597768783569336,
0,7.592227935791016,
0,7.592227935791016,
0,7.592227935791016,
0,7.592227935791016,
0,7.592227935791016,
0,7.592227935791016,
0,7.592227935791016,
0,7.5835747718811035,
0,7.564986705780029,
0,7.564986705780029,
0,7.564986705780029,
0,7.564986228942871,
0,7.564986705780029,
0,7.564986705780029,
0,7.564986705780029,
1,7.51102352142334,
2,7.51102352142334,
3,7.51102352142334,
0,7.51102352142334,
2,7.51102352142334,
3,7.51102352142334,
1,7.51102352142334,
0,7.51102352142334,
3,7.51102352142334,
1,7.51102352142334,
0,7.51102352142334,
2,7.51102352142334,
1,7.51102352142334,
0,7.51102352142334,
3,7.51102352142334,
2,7.51102352142334,
1,7.504361152648926,
3,7.504361152648926,
0,7.504361152648926,
2,7.504361629486084,
3,7.501467227935791,
1,7.501467227935791,
0,7.501468181610107,
2,7.501467704772949,
0,7.501467704772949,
3,7.501467227935791,
2,7.501467704772949,
1,7.501467704772949,
3,7.501467704772949,
1,7.501467704772949,
0,7.500984191894531,
2,7.500983715057373,
1,7.464370250701904,
0,7.464370250701904,
2,7.464370250701904,
3,7.464370250701904,
1,7.464370250701904,
3,7.464370250701904,
0,7.464370250701904,
2,7.464370250701904,
1,7.464370250701904,
2,7.464370250701904,
3,7.464370250701904,
0,7.464370250701904,
2,7.442814826965332,
0,7.442814826965332,
3,7.442814826965332,
1,7.442814826965332,
1,7.384365081787109,
0,7.384365081787109,
3,7.384365081787109,
2,7.384365081787109,
0,7.384365081787109,
2,7.384365081787109,
1,7.384365081787109,
3,7.384365081787109,
1,7.383872985839844,
3,7.383872985839844,
2,7.383872985839844,
0,7.383872985839844,
0,7.3195695877075195,
1,7.3195695877075195,
2,7.3195695877075195,
3,7.3195695877075195,
3,7.319570064544678,
2,7.319570064544678,
1,7.3195695877075195,
0,7.319570064544678,
1,7.585901260375977,
0,7.585901260375977,
3,7.585901260375977,
2,7.585902214050293,
