gen	idx	N	D	K_hh	K_iter	alpha_ahebb	alpha_reflect	routing_mode	polarizer_alpha	accuracy	fitness	flops_M	params	best_epoch	elapsed_s	error
4	49	2048	16	3	6	1.0	0.5	standard	1.5	0.919236	0.965197	1.769	67744	18	43.5	
5	0	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.959236	1.055159	0.983	67744	20	42.5	
5	1	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.959236	1.055159	0.983	67744	20	42.5	
5	2	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954904	1.050395	0.983	67744	20	42.5	
5	3	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958471	1.054318	0.983	67744	20	42.5	
5	4	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.952611	1.047873	0.983	67744	20	42.5	
5	5	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956688	1.052357	0.983	67744	18	42.5	
5	6	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.959490	1.055439	0.983	67744	18	42.5	
5	7	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.961019	1.057121	0.983	67744	20	42.5	
5	8	2048	16	2	5	0.0	0.5	delta_proj	1.0	0.952102	1.047312	0.983	67744	18	42.5	
5	9	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957452	1.053197	0.983	67744	20	42.5	
5	10	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.950573	1.045631	0.983	67744	18	46.8	
5	11	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.949045	1.043949	0.983	67744	20	46.8	
5	12	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.945732	1.040306	0.983	67744	19	46.8	
5	13	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.949554	1.044510	0.983	67744	20	46.8	
5	14	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.949299	1.044229	0.983	67744	19	46.8	
5	15	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957197	1.052917	0.983	67744	19	42.5	
5	16	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.948535	1.043389	0.983	67744	19	46.8	
5	17	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.952357	1.047592	0.983	67744	20	46.8	
5	18	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.945987	1.040586	0.983	67744	20	46.8	
5	19	2048	16	2	5	1.0	0.5	wpos_proj	1.5	0.939873	1.033860	0.983	67744	19	53.0	
5	20	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957707	1.053478	0.983	67744	20	49.0	
5	21	2048	16	2	5	1.0	0.5	wpos_proj	1.5	0.939618	1.033580	0.983	67744	19	56.3	
5	22	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957197	1.052917	0.983	67744	20	49.0	
5	23	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.953121	1.048433	0.983	67744	20	50.8	
5	24	2048	16	2	5	0.0	0.5	wpos_proj	1.5	0.943439	1.037783	0.983	67744	17	45.7	
5	25	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.948280	1.043108	0.983	67744	19	46.8	
5	26	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954650	1.050115	0.983	67744	20	42.5	
5	27	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.946497	1.041147	0.983	67744	20	46.8	
5	28	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.960510	1.056560	0.983	67744	20	42.5	
5	29	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.947261	1.041987	0.983	67744	20	50.8	
5	30	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.948280	1.043108	0.983	67744	20	49.4	
5	31	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.943949	1.038344	0.983	67744	18	46.8	
5	32	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.947261	1.041987	0.983	67744	18	46.8	
5	33	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955669	1.051236	0.983	67744	18	42.5	
5	34	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.948025	1.042828	0.983	67744	19	46.8	
5	35	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.950828	1.045911	0.983	67744	20	46.8	
5	36	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.953376	1.048713	0.983	67744	20	46.8	
5	37	2048	16	2	5	1.0	0.5	wpos_proj	1.5	0.938854	1.032739	0.983	67744	20	49.7	
5	38	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954650	1.050115	0.983	67744	19	42.5	
5	39	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.946497	1.041147	0.983	67744	19	46.8	
5	40	2048	16	3	5	1.0	0.3	delta_proj	1.5	0.946242	0.993554	1.475	67744	20	57.5	
5	41	1024	16	2	8	0.0	0.5	wpos_proj	1.5	0.927643	1.020408	0.786	33952	19	37.3	
5	42	4096	16	3	5	0.0	0.5	delta_proj	0.0	0.180892	0.180892	2.949	135328	17	95.0	
5	43	4096	32	2	5	1.0	0.3	delta_proj	1.5	0.958217	0.958217	3.932	266560	15	164.8	
5	44	2048	16	2	3	0.0	0.0	delta_proj	0.5	0.925350	1.017885	0.590	67744	19	31.4	
5	45	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953885	1.049274	0.983	67744	16	42.7	
5	46	4096	16	2	5	0.0	0.5	delta_proj	1.5	0.968662	1.017096	1.966	135328	17	77.4	
5	47	2048	16	2	5	0.5	0.5	wpos_proj	1.0	0.944459	1.038904	0.983	67744	20	49.9	
5	48	2048	16	2	5	0.0	0.0	wpos_proj	1.5	0.937325	1.031057	0.983	67744	16	45.8	
5	49	2048	16	2	5	0.0	0.3	delta_proj	1.0	0.954650	1.050115	0.983	67744	16	42.7	
6	0	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957707	1.053478	0.983	67744	17	42.7	
6	1	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954395	1.049834	0.983	67744	18	42.7	
6	2	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	19	42.7	
6	3	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	20	42.7	
6	4	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958471	1.054318	0.983	67744	17	42.7	
6	5	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	20	42.7	
6	6	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956688	1.052357	0.983	67744	20	42.7	
6	7	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956943	1.052637	0.983	67744	20	42.7	
6	8	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957197	1.052917	0.983	67744	18	42.7	
6	9	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	19	42.7	
6	10	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958217	1.054038	0.983	67744	20	42.7	
6	11	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958471	1.054318	0.983	67744	19	42.7	
6	12	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.959490	1.055439	0.983	67744	20	42.7	
6	13	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955669	1.051236	0.983	67744	19	42.7	
6	14	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954904	1.050395	0.983	67744	17	42.7	
6	15	2048	16	2	5	0.0	0.3	delta_proj	1.0	0.947516	1.042267	0.983	67744	20	42.7	
6	16	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958981	1.054879	0.983	67744	17	42.7	
6	17	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.954395	1.049834	0.983	67744	19	47.3	
6	18	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.944968	1.039465	0.983	67744	19	52.1	
6	19	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954650	1.050115	0.983	67744	20	48.0	
6	20	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.952102	1.047312	0.983	67744	20	48.3	
6	21	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	17	48.6	
6	22	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955159	1.050675	0.983	67744	17	48.5	
6	23	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954395	1.049834	0.983	67744	20	48.3	
6	24	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956433	1.052076	0.983	67744	17	48.5	
6	25	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956178	1.051796	0.983	67744	20	48.6	
6	26	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.961274	1.057401	0.983	67744	20	43.2	
6	27	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.962038	1.058242	0.983	67744	18	42.7	
6	28	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957197	1.052917	0.983	67744	20	42.7	
6	29	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956943	1.052637	0.983	67744	20	42.7	
6	30	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956688	1.052357	0.983	67744	17	42.7	
6	31	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955414	1.050955	0.983	67744	20	42.7	
6	32	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.960510	1.056560	0.983	67744	20	42.7	
6	33	2048	16	2	5	1.0	0.5	delta_proj	1.5	0.952357	1.047592	0.983	67744	19	47.0	
6	34	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956688	1.052357	0.983	67744	20	42.7	
6	35	2048	16	2	5	0.0	0.3	delta_proj	1.5	0.958471	1.054318	0.983	67744	20	42.7	
6	36	2048	16	2	5	0.0	0.5	delta_proj	1.0	0.957197	1.052917	0.983	67744	20	42.7	
6	37	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957962	1.053758	0.983	67744	18	42.7	
6	38	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958981	1.054879	0.983	67744	20	42.7	
6	39	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955669	1.051236	0.983	67744	20	42.7	
6	40	2048	8	2	6	0.0	0.5	delta_proj	1.5	0.953631	1.048994	0.590	34896	17	28.2	
6	41	2048	16	2	5	1.0	0.5	delta_proj	2.0	0.950573	1.045631	0.983	67744	16	47.0	
6	42	2048	24	2	5	1.0	0.5	delta_proj	1.5	0.947771	0.995159	1.475	100592	20	67.5	
6	43	2048	16	2	5	0.0	0.3	wpos_proj	1.5	0.941656	1.035822	0.983	67744	18	45.9	
6	44	1024	16	2	5	1.0	0.5	delta_proj	1.5	0.933248	1.026573	0.492	33952	19	27.6	
6	45	2048	32	2	8	1.0	0.5	delta_proj	1.5	0.954140	0.954140	3.146	133440	12	133.3	
6	46	2048	8	2	5	1.0	0.5	delta_proj	2.0	0.935541	1.029096	0.492	34896	20	32.2	
6	47	2048	16	2	5	0.0	0.0	standard	1.5	0.196688	0.216357	0.983	67744	19	77.3	
6	48	1024	16	2	5	0.5	0.5	standard	1.5	0.603567	0.663924	0.492	33952	20	25.2	
6	49	2048	20	2	5	0.0	0.5	delta_proj	0.5	0.940892	0.987936	1.229	84168	19	61.2	
7	0	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958726	1.054599	0.983	67744	18	48.7	
7	1	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958981	1.054879	0.983	67744	18	45.5	
7	2	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958981	1.054879	0.983	67744	19	42.7	
7	3	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957197	1.052917	0.983	67744	19	42.7	
7	4	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954395	1.049834	0.983	67744	17	42.7	
7	5	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.959236	1.055159	0.983	67744	20	42.7	
7	6	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958471	1.054318	0.983	67744	19	42.7	
7	7	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958726	1.054599	0.983	67744	18	42.7	
7	8	2048	16	2	5	0.0	0.3	delta_proj	1.5	0.956943	1.052637	0.983	67744	18	42.7	
7	9	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955414	1.050955	0.983	67744	18	42.7	
7	10	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957707	1.053478	0.983	67744	20	42.7	
7	11	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	20	42.7	
7	12	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953631	1.048994	0.983	67744	19	42.7	
7	13	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957452	1.053197	0.983	67744	20	42.7	
7	14	2048	16	2	5	0.0	0.5	delta_proj	1.0	0.952611	1.047873	0.983	67744	19	42.7	
7	15	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958981	1.054879	0.983	67744	19	42.7	
7	16	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954650	1.050115	0.983	67744	20	42.8	
7	17	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956433	1.052076	0.983	67744	16	42.8	
7	18	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958726	1.054599	0.983	67744	19	42.8	
7	19	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	20	42.7	
7	20	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.961019	1.057121	0.983	67744	20	42.7	
7	21	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957962	1.053758	0.983	67744	20	42.7	
7	22	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954140	1.049554	0.983	67744	20	42.7	
7	23	2048	16	2	5	0.0	0.5	delta_proj	1.0	0.954650	1.050115	0.983	67744	19	42.7	
7	24	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.960255	1.056280	0.983	67744	20	42.7	
7	25	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956688	1.052357	0.983	67744	20	42.7	
7	26	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955159	1.050675	0.983	67744	20	42.7	
7	27	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.962293	1.058522	0.983	67744	17	42.7	
7	28	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.961019	1.057121	0.983	67744	20	42.7	
7	29	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.959236	1.055159	0.983	67744	18	42.7	
7	30	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953885	1.049274	0.983	67744	20	42.7	
7	31	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	19	42.7	
7	32	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956943	1.052637	0.983	67744	18	42.7	
7	33	2048	16	2	5	0.0	0.3	delta_proj	1.5	0.951847	1.047032	0.983	67744	20	42.7	
7	34	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957452	1.053197	0.983	67744	17	42.7	
7	35	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957452	1.053197	0.983	67744	20	42.7	
7	36	2048	16	2	5	0.0	0.3	delta_proj	1.5	0.955924	1.051516	0.983	67744	17	42.7	
7	37	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957962	1.053758	0.983	67744	20	42.7	
7	38	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958217	1.054038	0.983	67744	18	42.7	
7	39	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	20	42.7	
7	40	2048	16	2	8	1.0	0.0	delta_proj	1.5	0.927389	0.973758	1.573	67744	19	66.3	
7	41	2048	16	4	5	1.0	0.5	delta_proj	1.5	0.952866	1.000510	1.966	67744	17	68.3	
7	42	2048	16	2	5	0.0	0.5	delta_proj	1.0	0.954395	1.049834	0.983	67744	17	42.8	
7	43	2048	16	2	5	0.5	0.5	standard	1.5	0.737325	0.811057	0.983	67744	20	34.3	
7	44	4096	16	2	5	0.0	0.5	delta_proj	1.5	0.964586	1.012815	1.966	135328	20	77.3	
7	45	1024	8	2	5	1.0	0.5	delta_proj	1.5	0.912866	1.004153	0.246	17488	19	22.4	
7	46	2048	16	3	5	0.0	0.5	wpos_proj	1.5	0.941911	0.989006	1.475	67744	19	55.8	
7	47	2048	16	2	5	0.0	0.5	wpos_proj	2.0	0.938854	1.032739	0.983	67744	20	45.8	
7	48	2048	16	3	5	0.0	0.0	delta_proj	2.0	0.947261	0.994624	1.475	67744	20	51.2	
7	49	2048	16	2	3	0.0	0.5	delta_proj	1.5	0.954904	1.050395	0.590	67744	18	31.4	
8	0	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954650	1.050115	0.983	67744	18	42.7	
8	1	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955159	1.050675	0.983	67744	18	42.7	
8	2	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956688	1.052357	0.983	67744	19	42.7	
8	3	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957452	1.053197	0.983	67744	19	42.7	
8	4	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956688	1.052357	0.983	67744	19	42.7	
8	5	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958471	1.054318	0.983	67744	19	42.7	
8	6	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956688	1.052357	0.983	67744	20	42.7	
8	7	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956943	1.052637	0.983	67744	17	42.7	
8	8	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953376	1.048713	0.983	67744	17	42.7	
8	9	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957707	1.053478	0.983	67744	19	42.7	
8	10	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953121	1.048433	0.983	67744	20	42.7	
8	11	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.961274	1.057401	0.983	67744	17	42.7	
8	12	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	19	42.7	
8	13	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.960000	1.056000	0.983	67744	19	42.7	
8	14	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.959236	1.055159	0.983	67744	18	42.7	
8	15	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958471	1.054318	0.983	67744	20	42.7	
8	16	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.959745	1.055720	0.983	67744	18	42.7	
8	17	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.959745	1.055720	0.983	67744	20	42.7	
8	18	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956178	1.051796	0.983	67744	19	42.7	
8	19	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.962038	1.058242	0.983	67744	20	42.7	
8	20	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957452	1.053197	0.983	67744	19	42.7	
8	21	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958726	1.054599	0.983	67744	19	42.7	
8	22	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958471	1.054318	0.983	67744	17	42.7	
8	23	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.962038	1.058242	0.983	67744	20	42.7	
8	24	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955414	1.050955	0.983	67744	20	42.7	
8	25	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956178	1.051796	0.983	67744	20	42.7	
8	26	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	19	42.7	
8	27	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958981	1.054879	0.983	67744	19	42.7	
8	28	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957197	1.052917	0.983	67744	20	42.7	
8	29	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953121	1.048433	0.983	67744	14	42.7	
8	30	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.960764	1.056841	0.983	67744	20	42.7	
8	31	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957452	1.053197	0.983	67744	20	42.7	
8	32	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.960255	1.056280	0.983	67744	20	42.7	
8	33	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956688	1.052357	0.983	67744	19	42.7	
8	34	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958981	1.054879	0.983	67744	20	42.7	
8	35	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957962	1.053758	0.983	67744	20	42.7	
8	36	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953376	1.048713	0.983	67744	20	42.7	
8	37	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.952611	1.047873	0.983	67744	17	42.7	
8	38	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956433	1.052076	0.983	67744	19	42.7	
8	39	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953885	1.049274	0.983	67744	19	42.7	
8	40	4096	12	2	5	0.5	0.5	delta_proj	1.5	0.964841	1.013083	1.475	102520	20	66.5	
8	41	2048	20	2	5	0.0	0.5	delta_proj	1.5	0.958726	1.006662	1.229	84168	17	54.3	
8	42	1024	12	3	5	0.0	0.5	delta_proj	1.5	0.933248	1.026573	0.553	25720	17	24.6	
8	43	2048	16	2	5	0.5	0.5	delta_proj	1.5	0.958471	1.054318	0.983	67744	20	47.0	
8	44	2048	16	2	5	0.0	0.5	wpos_proj	1.5	0.942930	1.037223	0.983	67744	19	45.8	
8	45	2048	16	3	5	0.0	0.0	wpos_proj	1.5	0.935032	0.981783	1.475	67744	19	55.8	
8	46	2048	16	2	3	0.0	0.5	wpos_proj	1.5	0.940637	1.034701	0.590	67744	20	33.3	
8	47	2048	16	4	5	0.0	0.5	standard	1.0	0.192611	0.202242	1.966	67744	20	75.3	
8	48	2048	16	2	5	0.0	0.3	delta_proj	1.5	0.954140	1.049554	0.983	67744	16	42.7	
8	49	2048	16	2	5	0.0	0.5	standard	1.5	0.116943	0.128637	0.983	67744	18	70.4	
9	0	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953631	1.048994	0.983	67744	17	42.7	
9	1	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955669	1.051236	0.983	67744	15	42.7	
9	2	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954140	1.049554	0.983	67744	19	42.7	
9	3	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954904	1.050395	0.983	67744	19	42.7	
9	4	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.959236	1.055159	0.983	67744	20	42.7	
9	5	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956943	1.052637	0.983	67744	20	42.7	
9	6	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954140	1.049554	0.983	67744	19	42.7	
9	7	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.956433	1.052076	0.983	67744	19	42.7	
9	8	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958726	1.054599	0.983	67744	20	42.7	
9	9	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953631	1.048994	0.983	67744	20	42.7	
9	10	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.961019	1.057121	0.983	67744	20	42.7	
9	11	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957452	1.053197	0.983	67744	19	42.7	
9	12	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954140	1.049554	0.983	67744	20	42.7	
9	13	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955414	1.050955	0.983	67744	17	42.7	
9	14	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.950064	1.045070	0.983	67744	17	42.7	
9	15	2048	16	2	5	0.5	0.5	delta_proj	1.5	0.955669	1.051236	0.983	67744	19	47.0	
9	16	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.951847	1.047032	0.983	67744	18	42.7	
9	17	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958471	1.054318	0.983	67744	19	42.7	
9	18	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953376	1.048713	0.983	67744	20	42.7	
9	19	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957962	1.053758	0.983	67744	19	42.7	
9	20	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957452	1.053197	0.983	67744	19	42.7	
9	21	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953121	1.048433	0.983	67744	20	42.7	
9	22	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.954904	1.050395	0.983	67744	19	42.7	
9	23	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.959236	1.055159	0.983	67744	20	42.7	
9	24	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958981	1.054879	0.983	67744	17	42.7	
9	25	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957452	1.053197	0.983	67744	20	42.7	
9	26	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955414	1.050955	0.983	67744	18	42.7	
9	27	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.961019	1.057121	0.983	67744	17	42.7	
9	28	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955669	1.051236	0.983	67744	18	42.7	
9	29	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957197	1.052917	0.983	67744	20	42.7	
9	30	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	18	43.0	
9	31	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958726	1.054599	0.983	67744	20	42.7	
9	32	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955924	1.051516	0.983	67744	20	42.7	
9	33	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.951847	1.047032	0.983	67744	20	42.8	
9	34	2048	16	2	5	0.5	0.5	delta_proj	1.5	0.954650	1.050115	0.983	67744	16	47.0	
9	35	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.953631	1.048994	0.983	67744	19	42.7	
9	36	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.955669	1.051236	0.983	67744	20	42.7	
9	37	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.962038	1.058242	0.983	67744	19	42.7	
9	38	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.957197	1.052917	0.983	67744	19	42.7	
9	39	2048	16	2	5	0.0	0.5	delta_proj	1.5	0.958981	1.054879	0.983	67744	18	42.7	
9	40	2048	16	2	6	0.5	0.3	delta_proj	1.5	0.956433	1.004255	1.180	67744	20	53.3	
9	41	2048	16	4	5	0.0	0.5	standard	1.5	0.265478	0.278752	1.966	67744	15	75.4	
9	42	2048	20	2	5	0.0	0.5	delta_proj	0.0	0.220892	0.231936	1.229	84168	17	54.3	
9	43	2048	16	4	5	1.0	0.5	delta_proj	1.5	0.955669	1.003452	1.966	67744	20	68.3	
9	44	2048	16	2	5	0.0	0.5	wpos_proj	1.5	0.948790	1.043669	0.983	67744	19	45.8	
9	45	2048	16	3	5	1.0	0.5	delta_proj	1.5	0.948790	0.996229	1.475	67744	18	57.5	
9	46	2048	16	4	5	0.0	0.5	delta_proj	1.5	0.955414	1.003185	1.966	67744	20	60.1	
9	47	1024	16	3	5	0.0	0.5	wpos_proj	1.5	0.905478	0.996025	0.737	33952	19	32.3	
9	48	2048	16	2	8	0.0	0.5	delta_proj	2.0	0.955159	1.002917	1.573	67744	18	59.8	
9	49	1024	16	3	5	0.0	0.5	delta_proj	1.5	0.935032	1.028535	0.737	33952	19	30.0	
